bizRuntime19,bizRuntime 1,bizRuntime,bizRuntime29,TESTING,SOFTWATEDEVELOPER
bizRuntime29,bizRuntime 2,bizRuntime,bizRuntime23,DEV    ,QA     
bizRuntime10,bizRuntime 3,bizRuntime,bizRuntime12,DEV    ,Junior 
bizRuntime8 ,bizRuntime 4,bizRuntime,bizRuntime13,DEV    ,SOFTWATEDEVELOPER
bizRuntime15,bizRuntime 5,bizRuntime,bizRuntime22,MANAGEMENT,SeniorHR
bizRuntime10,bizRuntime 6,bizRuntime,bizRuntime3,HR     ,SeniorHR
bizRuntime9 ,bizRuntime 7,bizRuntime,bizRuntime24,TESTING,SOFTWATEDEVELOPER
bizRuntime14,bizRuntime 8,bizRuntime,bizRuntime8,DEV    ,SOFTWATEDEVELOPER
bizRuntime19,bizRuntime 9,bizRuntime,bizRuntime17,MANAGEMENT,SeniorHR
bizRuntime27,bizRuntime 10,bizRuntime,bizRuntime29,MANAGEMENT,QA     
bizRuntime4 ,bizRuntime 11,bizRuntime,bizRuntime16,QA     ,SeniorHR
bizRuntime1 ,bizRuntime 12,bizRuntime,bizRuntime10,HR     ,SeniorHR
bizRuntime9 ,bizRuntime 13,bizRuntime,bizRuntime14,HR     ,HR     
bizRuntime24,bizRuntime 14,bizRuntime,bizRuntime26,MANAGEMENT,SeniorHR
bizRuntime28,bizRuntime 15,bizRuntime,bizRuntime31,TESTING,Junior 
bizRuntime5 ,bizRuntime 16,bizRuntime,bizRuntime16,TESTING,Junior 
bizRuntime3 ,bizRuntime 17,bizRuntime,bizRuntime17,TESTING,SOFTWATEDEVELOPER
bizRuntime16,bizRuntime 18,bizRuntime,bizRuntime25,MANAGEMENT,SeniorHR
bizRuntime26,bizRuntime 19,bizRuntime,bizRuntime3,TESTING,QA     
bizRuntime11,bizRuntime 20,bizRuntime,bizRuntime15,TESTING,QA     
bizRuntime23,bizRuntime 21,bizRuntime,bizRuntime2,TESTING,Junior 
bizRuntime1 ,bizRuntime 22,bizRuntime,bizRuntime29,HR     ,QA     
bizRuntime24,bizRuntime 23,bizRuntime,bizRuntime13,QA     ,QA     
bizRuntime13,bizRuntime 24,bizRuntime,bizRuntime25,QA     ,SOFTWATEDEVELOPER
bizRuntime31,bizRuntime 25,bizRuntime,bizRuntime22,TESTING,SeniorHR
bizRuntime26,bizRuntime 26,bizRuntime,bizRuntime10,MANAGEMENT,SeniorHR
bizRuntime16,bizRuntime 27,bizRuntime,bizRuntime20,TESTING,SOFTWATEDEVELOPER
bizRuntime12,bizRuntime 28,bizRuntime,bizRuntime32,HR     ,SeniorHR
bizRuntime15,bizRuntime 29,bizRuntime,bizRuntime16,TESTING,Junior 
bizRuntime1 ,bizRuntime 30,bizRuntime,bizRuntime18,HR     ,HR     
bizRuntime16,bizRuntime 31,bizRuntime,bizRuntime23,MANAGEMENT,Junior 
bizRuntime5 ,bizRuntime 32,bizRuntime,bizRuntime1,HR     ,Junior 
bizRuntime12,bizRuntime 33,bizRuntime,bizRuntime26,MANAGEMENT,SOFTWATEDEVELOPER
bizRuntime1 ,bizRuntime 34,bizRuntime,bizRuntime31,HR     ,HR     
bizRuntime4 ,bizRuntime 35,bizRuntime,bizRuntime31,TESTING,SeniorHR
bizRuntime10,bizRuntime 36,bizRuntime,bizRuntime13,TESTING,SOFTWATEDEVELOPER
bizRuntime8 ,bizRuntime 37,bizRuntime,bizRuntime6,TESTING,QA     
bizRuntime11,bizRuntime 38,bizRuntime,bizRuntime20,TESTING,SeniorHR
bizRuntime22,bizRuntime 39,bizRuntime,bizRuntime7,HR     ,Junior 
bizRuntime10,bizRuntime 40,bizRuntime,bizRuntime27,DEV    ,SeniorHR
bizRuntime14,bizRuntime 41,bizRuntime,bizRuntime17,DEV    ,SeniorHR
bizRuntime4 ,bizRuntime 42,bizRuntime,bizRuntime16,DEV    ,SeniorHR
bizRuntime10,bizRuntime 43,bizRuntime,bizRuntime0,MANAGEMENT,Junior 
bizRuntime1 ,bizRuntime 44,bizRuntime,bizRuntime18,MANAGEMENT,Junior 
bizRuntime8 ,bizRuntime 45,bizRuntime,bizRuntime8,MANAGEMENT,QA     
bizRuntime20,bizRuntime 46,bizRuntime,bizRuntime9,QA     ,SOFTWATEDEVELOPER
bizRuntime7 ,bizRuntime 47,bizRuntime,bizRuntime14,MANAGEMENT,QA     
bizRuntime31,bizRuntime 48,bizRuntime,bizRuntime2,HR     ,HR     
bizRuntime20,bizRuntime 49,bizRuntime,bizRuntime1,MANAGEMENT,SOFTWATEDEVELOPER
bizRuntime6 ,bizRuntime 50,bizRuntime,bizRuntime27,TESTING,SOFTWATEDEVELOPER
bizRuntime27,bizRuntime 51,bizRuntime,bizRuntime29,TESTING,HR     
bizRuntime22,bizRuntime 52,bizRuntime,bizRuntime15,DEV    ,Junior 
bizRuntime10,bizRuntime 53,bizRuntime,bizRuntime30,MANAGEMENT,Junior 
bizRuntime0 ,bizRuntime 54,bizRuntime,bizRuntime11,MANAGEMENT,Junior 
bizRuntime27,bizRuntime 55,bizRuntime,bizRuntime15,DEV    ,SOFTWATEDEVELOPER
bizRuntime17,bizRuntime 56,bizRuntime,bizRuntime18,TESTING,HR     
bizRuntime31,bizRuntime 57,bizRuntime,bizRuntime22,TESTING,Junior 
bizRuntime19,bizRuntime 58,bizRuntime,bizRuntime3,MANAGEMENT,SeniorHR
bizRuntime22,bizRuntime 59,bizRuntime,bizRuntime2,HR     ,SOFTWATEDEVELOPER
bizRuntime23,bizRuntime 60,bizRuntime,bizRuntime11,HR     ,SOFTWATEDEVELOPER
bizRuntime3 ,bizRuntime 61,bizRuntime,bizRuntime27,TESTING,Junior 
bizRuntime7 ,bizRuntime 62,bizRuntime,bizRuntime32,DEV    ,HR     
bizRuntime7 ,bizRuntime 63,bizRuntime,bizRuntime27,MANAGEMENT,SOFTWATEDEVELOPER
bizRuntime15,bizRuntime 64,bizRuntime,bizRuntime29,DEV    ,HR     
bizRuntime10,bizRuntime 65,bizRuntime,bizRuntime11,DEV    ,Junior 
bizRuntime32,bizRuntime 66,bizRuntime,bizRuntime11,TESTING,HR     
bizRuntime0 ,bizRuntime 67,bizRuntime,bizRuntime13,DEV    ,QA     
bizRuntime6 ,bizRuntime 68,bizRuntime,bizRuntime3,TESTING,SeniorHR
bizRuntime12,bizRuntime 69,bizRuntime,bizRuntime20,TESTING,SOFTWATEDEVELOPER
bizRuntime2 ,bizRuntime 70,bizRuntime,bizRuntime18,HR     ,QA     
bizRuntime12,bizRuntime 71,bizRuntime,bizRuntime7,QA     ,SOFTWATEDEVELOPER
bizRuntime5 ,bizRuntime 72,bizRuntime,bizRuntime6,MANAGEMENT,SOFTWATEDEVELOPER
bizRuntime28,bizRuntime 73,bizRuntime,bizRuntime29,TESTING,HR     
bizRuntime32,bizRuntime 74,bizRuntime,bizRuntime2,QA     ,SOFTWATEDEVELOPER
bizRuntime9 ,bizRuntime 75,bizRuntime,bizRuntime9,HR     ,QA     
bizRuntime19,bizRuntime 76,bizRuntime,bizRuntime11,HR     ,Junior 
bizRuntime11,bizRuntime 77,bizRuntime,bizRuntime14,DEV    ,QA     
bizRuntime9 ,bizRuntime 78,bizRuntime,bizRuntime16,HR     ,SOFTWATEDEVELOPER
bizRuntime10,bizRuntime 79,bizRuntime,bizRuntime13,QA     ,SOFTWATEDEVELOPER
bizRuntime18,bizRuntime 80,bizRuntime,bizRuntime25,HR     ,QA     
bizRuntime15,bizRuntime 81,bizRuntime,bizRuntime20,HR     ,HR     
bizRuntime22,bizRuntime 82,bizRuntime,bizRuntime3,TESTING,HR     
bizRuntime28,bizRuntime 83,bizRuntime,bizRuntime28,TESTING,SOFTWATEDEVELOPER
bizRuntime18,bizRuntime 84,bizRuntime,bizRuntime6,DEV    ,Junior 
bizRuntime5 ,bizRuntime 85,bizRuntime,bizRuntime21,TESTING,SOFTWATEDEVELOPER
bizRuntime27,bizRuntime 86,bizRuntime,bizRuntime4,TESTING,HR     
bizRuntime23,bizRuntime 87,bizRuntime,bizRuntime21,HR     ,SeniorHR
bizRuntime15,bizRuntime 88,bizRuntime,bizRuntime1,HR     ,SeniorHR
bizRuntime7 ,bizRuntime 89,bizRuntime,bizRuntime5,DEV    ,QA     
bizRuntime10,bizRuntime 90,bizRuntime,bizRuntime25,TESTING,HR     
bizRuntime31,bizRuntime 91,bizRuntime,bizRuntime1,MANAGEMENT,SeniorHR
bizRuntime3 ,bizRuntime 92,bizRuntime,bizRuntime13,HR     ,Junior 
bizRuntime0 ,bizRuntime 93,bizRuntime,bizRuntime19,TESTING,QA     
bizRuntime12,bizRuntime 94,bizRuntime,bizRuntime11,MANAGEMENT,HR     
bizRuntime4 ,bizRuntime 95,bizRuntime,bizRuntime22,TESTING,Junior 
bizRuntime1 ,bizRuntime 96,bizRuntime,bizRuntime30,MANAGEMENT,QA     
bizRuntime22,bizRuntime 97,bizRuntime,bizRuntime29,TESTING,HR     
bizRuntime27,bizRuntime 98,bizRuntime,bizRuntime13,QA     ,HR     
bizRuntime7 ,bizRuntime 99,bizRuntime,bizRuntime4,QA     ,SOFTWATEDEVELOPER
bizRuntime5 ,bizRuntime 100,bizRuntime,bizRuntime1,DEV    ,HR     
bizRuntime15,bizRuntime 101,bizRuntime,bizRuntime30,TESTING,QA     
bizRuntime15,bizRuntime 102,bizRuntime,bizRuntime8,HR     ,QA     
bizRuntime6 ,bizRuntime 103,bizRuntime,bizRuntime1,MANAGEMENT,SOFTWATEDEVELOPER
bizRuntime6 ,bizRuntime 104,bizRuntime,bizRuntime14,DEV    ,Junior 
bizRuntime7 ,bizRuntime 105,bizRuntime,bizRuntime4,QA     ,HR     
bizRuntime27,bizRuntime 106,bizRuntime,bizRuntime26,DEV    ,SOFTWATEDEVELOPER
bizRuntime28,bizRuntime 107,bizRuntime,bizRuntime6,QA     ,HR     
bizRuntime19,bizRuntime 108,bizRuntime,bizRuntime6,HR     ,Junior 
bizRuntime13,bizRuntime 109,bizRuntime,bizRuntime9,TESTING,Junior 
bizRuntime12,bizRuntime 110,bizRuntime,bizRuntime30,DEV    ,SeniorHR
bizRuntime24,bizRuntime 111,bizRuntime,bizRuntime22,HR     ,QA     
bizRuntime18,bizRuntime 112,bizRuntime,bizRuntime1,HR     ,SOFTWATEDEVELOPER
bizRuntime30,bizRuntime 113,bizRuntime,bizRuntime24,TESTING,Junior 
bizRuntime10,bizRuntime 114,bizRuntime,bizRuntime1,TESTING,SOFTWATEDEVELOPER
bizRuntime20,bizRuntime 115,bizRuntime,bizRuntime31,HR     ,HR     
bizRuntime18,bizRuntime 116,bizRuntime,bizRuntime30,DEV    ,Junior 
bizRuntime28,bizRuntime 117,bizRuntime,bizRuntime25,DEV    ,QA     
bizRuntime29,bizRuntime 118,bizRuntime,bizRuntime2,QA     ,HR     
bizRuntime25,bizRuntime 119,bizRuntime,bizRuntime10,TESTING,Junior 
bizRuntime20,bizRuntime 120,bizRuntime,bizRuntime16,HR     ,QA     
bizRuntime32,bizRuntime 121,bizRuntime,bizRuntime29,DEV    ,QA     
bizRuntime20,bizRuntime 122,bizRuntime,bizRuntime5,QA     ,HR     
bizRuntime27,bizRuntime 123,bizRuntime,bizRuntime28,TESTING,SeniorHR
bizRuntime29,bizRuntime 124,bizRuntime,bizRuntime3,MANAGEMENT,QA     
bizRuntime12,bizRuntime 125,bizRuntime,bizRuntime6,MANAGEMENT,QA     
bizRuntime27,bizRuntime 126,bizRuntime,bizRuntime9,MANAGEMENT,QA     
bizRuntime3 ,bizRuntime 127,bizRuntime,bizRuntime8,DEV    ,Junior 
bizRuntime18,bizRuntime 128,bizRuntime,bizRuntime9,HR     ,Junior 
bizRuntime29,bizRuntime 129,bizRuntime,bizRuntime6,DEV    ,SOFTWATEDEVELOPER
bizRuntime20,bizRuntime 130,bizRuntime,bizRuntime15,DEV    ,SOFTWATEDEVELOPER
bizRuntime0 ,bizRuntime 131,bizRuntime,bizRuntime28,HR     ,Junior 
bizRuntime19,bizRuntime 132,bizRuntime,bizRuntime6,DEV    ,SOFTWATEDEVELOPER
bizRuntime14,bizRuntime 133,bizRuntime,bizRuntime21,QA     ,SeniorHR
bizRuntime17,bizRuntime 134,bizRuntime,bizRuntime7,MANAGEMENT,SOFTWATEDEVELOPER
bizRuntime32,bizRuntime 135,bizRuntime,bizRuntime14,QA     ,HR     
bizRuntime30,bizRuntime 136,bizRuntime,bizRuntime25,MANAGEMENT,SeniorHR
bizRuntime27,bizRuntime 137,bizRuntime,bizRuntime12,TESTING,SOFTWATEDEVELOPER
bizRuntime27,bizRuntime 138,bizRuntime,bizRuntime6,DEV    ,QA     
bizRuntime26,bizRuntime 139,bizRuntime,bizRuntime8,QA     ,QA     
bizRuntime8 ,bizRuntime 140,bizRuntime,bizRuntime29,DEV    ,QA     
bizRuntime28,bizRuntime 141,bizRuntime,bizRuntime18,TESTING,QA     
bizRuntime17,bizRuntime 142,bizRuntime,bizRuntime20,TESTING,SOFTWATEDEVELOPER
bizRuntime6 ,bizRuntime 143,bizRuntime,bizRuntime18,QA     ,Junior 
bizRuntime24,bizRuntime 144,bizRuntime,bizRuntime1,QA     ,HR     
bizRuntime1 ,bizRuntime 145,bizRuntime,bizRuntime16,HR     ,HR     
bizRuntime22,bizRuntime 146,bizRuntime,bizRuntime22,MANAGEMENT,HR     
bizRuntime14,bizRuntime 147,bizRuntime,bizRuntime28,QA     ,HR     
bizRuntime14,bizRuntime 148,bizRuntime,bizRuntime0,TESTING,Junior 
bizRuntime5 ,bizRuntime 149,bizRuntime,bizRuntime27,TESTING,HR     
bizRuntime6 ,bizRuntime 150,bizRuntime,bizRuntime29,HR     ,HR     
bizRuntime25,bizRuntime 151,bizRuntime,bizRuntime28,TESTING,HR     
bizRuntime16,bizRuntime 152,bizRuntime,bizRuntime0,HR     ,SOFTWATEDEVELOPER
bizRuntime15,bizRuntime 153,bizRuntime,bizRuntime18,MANAGEMENT,SOFTWATEDEVELOPER
bizRuntime23,bizRuntime 154,bizRuntime,bizRuntime1,DEV    ,Junior 
bizRuntime24,bizRuntime 155,bizRuntime,bizRuntime10,TESTING,SOFTWATEDEVELOPER
bizRuntime32,bizRuntime 156,bizRuntime,bizRuntime10,DEV    ,Junior 
bizRuntime3 ,bizRuntime 157,bizRuntime,bizRuntime19,HR     ,QA     
bizRuntime17,bizRuntime 158,bizRuntime,bizRuntime13,HR     ,Junior 
bizRuntime15,bizRuntime 159,bizRuntime,bizRuntime31,TESTING,QA     
bizRuntime6 ,bizRuntime 160,bizRuntime,bizRuntime19,QA     ,SeniorHR
bizRuntime21,bizRuntime 161,bizRuntime,bizRuntime28,MANAGEMENT,QA     
bizRuntime3 ,bizRuntime 162,bizRuntime,bizRuntime23,DEV    ,Junior 
bizRuntime19,bizRuntime 163,bizRuntime,bizRuntime10,QA     ,QA     
bizRuntime14,bizRuntime 164,bizRuntime,bizRuntime11,DEV    ,SeniorHR
bizRuntime21,bizRuntime 165,bizRuntime,bizRuntime10,HR     ,QA     
bizRuntime0 ,bizRuntime 166,bizRuntime,bizRuntime8,DEV    ,Junior 
bizRuntime16,bizRuntime 167,bizRuntime,bizRuntime25,DEV    ,SOFTWATEDEVELOPER
bizRuntime20,bizRuntime 168,bizRuntime,bizRuntime13,MANAGEMENT,Junior 
bizRuntime18,bizRuntime 169,bizRuntime,bizRuntime1,HR     ,Junior 
bizRuntime16,bizRuntime 170,bizRuntime,bizRuntime10,HR     ,SeniorHR
bizRuntime7 ,bizRuntime 171,bizRuntime,bizRuntime29,DEV    ,HR     
bizRuntime26,bizRuntime 172,bizRuntime,bizRuntime5,QA     ,Junior 
bizRuntime24,bizRuntime 173,bizRuntime,bizRuntime32,HR     ,QA     
bizRuntime14,bizRuntime 174,bizRuntime,bizRuntime27,DEV    ,SeniorHR
bizRuntime21,bizRuntime 175,bizRuntime,bizRuntime24,DEV    ,HR     
bizRuntime15,bizRuntime 176,bizRuntime,bizRuntime19,TESTING,HR     
bizRuntime11,bizRuntime 177,bizRuntime,bizRuntime15,DEV    ,HR     
bizRuntime11,bizRuntime 178,bizRuntime,bizRuntime3,MANAGEMENT,HR     
bizRuntime8 ,bizRuntime 179,bizRuntime,bizRuntime24,QA     ,Junior 
bizRuntime30,bizRuntime 180,bizRuntime,bizRuntime0,DEV    ,HR     
bizRuntime2 ,bizRuntime 181,bizRuntime,bizRuntime4,HR     ,SOFTWATEDEVELOPER
bizRuntime7 ,bizRuntime 182,bizRuntime,bizRuntime4,QA     ,SOFTWATEDEVELOPER
bizRuntime21,bizRuntime 183,bizRuntime,bizRuntime19,TESTING,SOFTWATEDEVELOPER
bizRuntime30,bizRuntime 184,bizRuntime,bizRuntime24,MANAGEMENT,SOFTWATEDEVELOPER
bizRuntime13,bizRuntime 185,bizRuntime,bizRuntime3,MANAGEMENT,HR     
bizRuntime27,bizRuntime 186,bizRuntime,bizRuntime10,QA     ,SOFTWATEDEVELOPER
bizRuntime0 ,bizRuntime 187,bizRuntime,bizRuntime28,TESTING,SOFTWATEDEVELOPER
bizRuntime5 ,bizRuntime 188,bizRuntime,bizRuntime9,TESTING,SOFTWATEDEVELOPER
bizRuntime15,bizRuntime 189,bizRuntime,bizRuntime1,DEV    ,HR     
bizRuntime18,bizRuntime 190,bizRuntime,bizRuntime28,MANAGEMENT,HR     
bizRuntime25,bizRuntime 191,bizRuntime,bizRuntime19,QA     ,SOFTWATEDEVELOPER
bizRuntime21,bizRuntime 192,bizRuntime,bizRuntime6,DEV    ,SeniorHR
bizRuntime26,bizRuntime 193,bizRuntime,bizRuntime1,QA     ,QA     
bizRuntime4 ,bizRuntime 194,bizRuntime,bizRuntime31,TESTING,SOFTWATEDEVELOPER
bizRuntime11,bizRuntime 195,bizRuntime,bizRuntime13,QA     ,HR     
bizRuntime17,bizRuntime 196,bizRuntime,bizRuntime32,TESTING,HR     
bizRuntime4 ,bizRuntime 197,bizRuntime,bizRuntime28,DEV    ,QA     
bizRuntime15,bizRuntime 198,bizRuntime,bizRuntime19,HR     ,SeniorHR
bizRuntime4 ,bizRuntime 199,bizRuntime,bizRuntime22,TESTING,HR     
bizRuntime19,bizRuntime 200,bizRuntime,bizRuntime0,MANAGEMENT,QA     